"Species","Fisheries","Aquaculture","Aquarium","Game fish","Bait","Ui","Non uses"
"Hypostomus uruguayensis",0,0,0,0,0,0.136800698000558,1
"Hypostomus vaillanti",0,0,0,0,0,0.337230147082405,1
"Hypostomus variipictus",0,0,0,0,0,0.271854043325565,1
"Hypostomus varimaculosus",0,0,0,0,0,0.443898863076385,1
"Hypostomus variostictus",0,0,0,0,0,0.299830228624439,1
"Hypostomus ventromaculatus",1,0,1,0,0,0.24742246625016,0
"Hypostomus vermicularis",0,0,0,0,0,0.287389382661981,1
"Hypostomus watwata",1,0,1,0,0,0.46777446812811,0
"Hypostomus winzi",0,0,0,0,0,0,1
"Hypostomus wuchereri",0,0,0,0,0,0.158943398713732,1
"Hypselecara coryphaenoides",0,0,0,0,0,0.22373665884919,1
"Hypselecara temporalis",0,0,1,0,0,0.194282940828397,0
"Hypseleotris aurea",0,0,1,0,0,0.286865027794194,0
"Hypseleotris compressa",1,0,1,0,0,0.354488483894617,0
"Hypseleotris compressocephalus",0,0,0,0,0,0.0219981167778813,1
"Hypseleotris cyprinoides",0,0,0,0,0,0.286639363721831,1
"Hypseleotris ejuncida",0,0,0,0,0,0.250712175353933,1
"Hypseleotris galii",0,0,0,0,0,0.254423847911494,1
"Hypseleotris guentheri",0,0,0,0,0,0.132423667447266,1
"Hypseleotris kimberleyensis",0,0,0,0,0,0.603250942966909,1
"Hypseleotris klunzingeri",0,0,0,0,0,0.341886651696742,1
"Hypseleotris regalis",0,0,0,0,0,0.195028806673942,1
"Hypseleotris tohizonae",0,0,0,0,0,0.0219981167778813,1
"Hypselobarbus curmuca",1,0,0,0,0,0.204213593484135,0
"Hypselobarbus dobsoni",0,0,0,0,0,0.287291957361116,1
"Hypselobarbus dubius",1,0,0,0,0,0.122251779379393,0
"Hypselobarbus jerdoni",1,0,0,0,0,0.231928007850664,0
"Hypselobarbus kolus",0,0,0,0,0,0.272819074390782,1
"Hypselobarbus kurali",0,0,0,0,0,0.181369311906369,1
"Hypselobarbus lithopidos",0,0,0,0,0,0.0275383070111671,1
"Hypselobarbus micropogon",1,0,0,1,0,0.339497456521051,0
"Hypselobarbus mussullah",1,0,1,1,0,0.501210401348021,0
"Hypsibarbus lagleri",1,0,0,0,0,0.45889127803129,0
"Hypsibarbus malcolmi",1,0,1,0,0,0.256739885203646,0
"Hypsibarbus pierrei",0,0,0,0,0,0.30086341591803,1
"Hypsibarbus salweenensis",0,0,0,0,0,0.401223455348019,1
"Hypsibarbus suvattii",0,0,0,0,0,0.354137456239415,1
"Hypsibarbus vernayi",0,0,0,0,0,0.402406258565002,1
"Hypsibarbus wetmorei",0,1,1,0,0,0.270577375499341,0
"Hypsoblennius brevipinnis",0,0,0,0,0,0,1
"Hypsolebias adornatus",0,0,0,0,0,0.281530878982388,1
"Hypsolebias flagellatus",0,0,0,0,0,0.0766040202889452,1
"Hypsolebias flavicaudatus",1,0,1,0,0,0.172357291341016,0
"Hypsolebias ghisolfii",0,0,0,0,0,0.29462359737615,1
"Hypsolebias hellneri",1,0,1,0,0,0.0897382961976211,0
"Hypsolebias igneus",0,0,0,0,0,0.237004276222242,1
"Hypsopanchax deprimozi",0,0,0,0,0,0,1
"Hypsopanchax jobaerti",0,0,0,0,0,0.356343343882603,1
"Hypsopanchax jubbi",1,0,1,0,0,0,0
"Hypsopanchax platysternus",1,0,1,0,0,0.550585707109568,0
"Hypsophrys nematopus",0,0,0,0,0,0.207069259417475,1
"Hypsophrys nicaraguensis",0,0,1,0,0,0.24274210543621,0
"Hysteronotus megalostomus",0,0,0,0,0,0.118733928340821,1
"Iberochondrostoma almacai",0,0,0,0,0,0.429343143557475,1
"Iberochondrostoma lemmingii",0,0,0,0,0,0.504885487887236,1
"Iberochondrostoma lusitanicum",0,0,0,1,0,0.310768350498047,0
"Iberocypris palaciosi",0,0,0,0,0,0.154058802709403,1
"Ichthyapus ophioneus",0,0,0,0,0,0,1
"Ichthyborus besse",0,0,0,0,0,0.379799949743532,1
"Ichthyborus monodi",0,0,0,0,0,0.614288229683149,1
"Ichthyborus quadrilineatus",0,0,0,0,0,0.859965798950575,1
"Ichthyocampus carce",0,0,0,0,0,0.974206650191231,1
"Ichthyoelephas humeralis",1,1,0,0,0,0.151802287602896,0
"Ichthyoelephas longirostris",0,0,0,0,0,0.327177919344673,1
"Ictalurus balsanus",0,0,0,0,0,0.405200395577036,1
"Ictalurus dugesii",1,0,0,0,0,0.209703215564644,0
"Ictalurus furcatus",1,1,0,1,0,0.358870742246528,0
"Ictalurus lupus",0,0,1,0,0,0.248795096183602,0
"Ictalurus pricei",0,0,0,0,0,0.209703215564644,1
"Ictalurus punctatus",1,1,1,1,0,0.309758077799621,0
"Ictiobus bubalus",1,0,0,1,0,0.373480691657468,0
"Ictiobus cyprinellus",0,1,0,1,0,0.798972365904571,0
"Ictiobus meridionalis",0,0,0,0,0,0.559021523572433,1
"Ictiobus niger",0,1,0,1,0,0.452110936504762,0
"Iguanodectes adujai",0,0,0,0,0,0.107787404498067,1
"Iguanodectes geisleri",0,0,0,0,0,0.152202670551614,1
"Iguanodectes gracilis",0,0,0,0,0,0.146677417040545,1
"Iguanodectes polylepis",0,0,0,0,0,0.177029580371923,1
"Iguanodectes purusii",0,0,0,0,0,0.280648982166604,1
"Iguanodectes rachovii",0,0,0,0,0,0.112621650040555,1
"Iguanodectes spilurus",1,0,1,0,0,0.109707625792614,0
"Iguanodectes variatus",0,0,0,0,0,0.207423852200277,1
"Iheringichthys labrosus",0,0,0,0,0,0.314843187961984,1
"Iheringichthys megalops",0,0,0,0,0,0.514709444513807,1
"Iksookimia hugowolfeldi",0,0,0,0,0,0.525428371348909,1
"Iksookimia koreensis",0,0,0,0,0,0.389444606688502,1
"Iksookimia longicorpa",0,0,0,0,0,0.465486131431097,1
"Ilisha africana",1,0,0,0,0,0.281532119740835,0
"Ilisha amazonica",0,0,0,0,0,0.233205276931415,1
"Ilisha elongata",0,0,0,0,0,0.239759198778798,1
"Ilisha megaloptera",1,0,0,0,0,0.24133160701695,0
"Ilyodon furcidens",1,0,1,0,0,0.210295204271016,0
"Ilyodon whitei",0,0,0,0,0,0.212877267245043,1
"Ilyodon xantusi",0,0,0,0,0,0.269824994881632,1
"Imparfinis borodini",0,0,0,0,0,0.545903832056997,1
"Imparfinis cochabambae",0,0,0,0,0,0.438384034558589,1
"Imparfinis guttatus",0,0,0,0,0,0.515372015085575,1
"Imparfinis hasemani",0,0,0,0,0,0.763500094483599,1
"Imparfinis lineatus",0,0,0,0,0,0.0579230304988031,1
"Imparfinis longicaudus",0,0,0,0,0,0.176198598346407,1
"Imparfinis minutus",0,0,0,0,0,0.204799297361242,1
"Imparfinis mirini",0,0,0,0,0,0.331202250159042,1
"Imparfinis nemacheir",0,0,0,0,0,0.201221071289821,1
"Imparfinis parvus",0,0,0,0,0,0.409937845364903,1
"Imparfinis pristos",0,0,0,0,0,0.42265307988858,1
"Imparfinis pseudonemacheir",0,0,0,0,0,0.224506132125916,1
"Imparfinis schubarti",0,0,0,0,0,0.501416637704462,1
"Imparfinis stictonotus",0,0,0,0,0,0.360484875774808,1
"Indoreonectes evezardi",0,0,0,0,0,0.315130911457369,1
"Indostomus crocodilus",0,0,0,0,0,0.954468711218677,1
"Indostomus paradoxus",0,0,1,0,0,0.604092165758854,0
"Indostomus spinosus",0,0,0,0,0,0.463789639797586,1
"Inpaichthys kerri",1,0,1,0,0,0.254525678106442,0
"Interochromis loocki",0,0,0,0,0,0.0598242766303527,1
"Iodotropheus declivitas",0,0,0,0,0,0.154538073282772,1
"Iodotropheus sprengerae",1,0,1,0,0,0.193993553772102,0
"Iodotropheus stuartgranti",1,0,1,0,0,0.375839900693347,0
"Iotabrycon praecox",0,0,0,0,0,0.274138186544691,1
"Iracema caiana",0,0,0,0,0,0.985154128244802,1
"Iranocichla hormuzensis",0,0,0,0,0,0.280844729169945,1
"Iranocypris typhlops",0,0,0,0,0,0.71380116222566,1
"Irvineia orientalis",0,0,0,0,0,0.223528770918139,1
"Irvineia voltae",0,0,0,0,0,0.513103419011827,1
"Ischikauia steenackeri",0,0,0,0,0,0.283580768126191,1
"Isichthys henryi",0,0,0,0,0,0.650595817979911,1
"Iskandaria kuschakewitschi",0,0,0,0,0,0.2744427277816,1
"Isorineloricaria spinosissima",1,0,1,0,0,0.303761552250661,0
"Istiblennius dussumieri",0,0,0,0,0,0,1
"Istiblennius edentulus",0,0,0,0,0,0,1
"Istigobius decoratus",0,0,0,0,0,0,1
"Istigobius nigroocellatus",0,0,0,0,0,0.221378403558534,1
"Istigobius ornatus",0,0,0,0,0,0,1
"Istiophorus platypterus",0,0,0,0,0,0.0824486683582518,1
"Ituglanis amazonicus",0,0,0,0,0,0.670589096313493,1
"Ituglanis eichorniarum",0,0,0,0,0,0.384870583147109,1
"Ituglanis gracilior",0,0,0,0,0,0.077657852070307,1
"Ituglanis guayaberensis",0,0,0,0,0,0.197847734061688,1
"Ituglanis herberti",0,0,0,0,0,0.116323271868405,1
"Ituglanis laticeps",0,0,0,0,0,0.304212995110199,1
"Ituglanis metae",0,0,0,0,0,0.642220796567591,1
"Ituglanis nebulosus",0,0,0,0,0,0.34682783583092,1
"Ituglanis parkoi",0,0,0,0,0,0.129273679966438,1
"Ituglanis passensis",0,0,0,0,0,0.258824354632306,1
"Ixinandria steinbachi",0,0,0,0,0,0.364355647973087,1
"Japigny kirschbaum",0,0,0,0,0,0.667905611770976,1
"Jaydia melanopus",0,0,0,0,0,0,1
"Jenynsia alternimaculata",0,0,0,0,0,0.291344790134196,1
"Jenynsia eigenmanni",0,0,0,0,0,0.387307634469297,1
"Jenynsia eirmostigma",0,0,0,0,0,0.426860247672017,1
"Jenynsia lineata",1,0,1,0,0,0.38260198606887,0
"Jenynsia maculata",0,0,0,0,0,0.306438730998672,1
"Jenynsia multidentata",0,0,0,0,0,0.170880436398469,1
"Jenynsia onca",0,0,0,0,0,0.143056554510925,1
"Jinshaia abbreviata",0,0,0,0,0,0.536145611606055,1
"Jinshaia sinensis",0,0,0,0,0,0.519495526969518,1
"Johnius belangerii",0,0,0,0,0,0.172635328796731,1
"Johnius borneensis",0,0,0,0,0,0.28669814821706,1
"Johnius carutta",0,0,0,0,0,0.327270896483291,1
"Johnius coitor",0,0,0,0,0,0.26046585471201,1
"Johnius dussumieri",0,0,0,0,0,0.106698750876356,1
"Johnius macropterus",0,0,0,0,0,0.207464788824363,1
"Johnius macrorhynus",0,0,0,0,0,0.275766720074877,1
"Johnius trachycephalus",0,0,0,0,0,0.201317591296939,1
"Jordanella floridae",0,0,1,0,0,0.141653956722506,0
"Joturus pichardi",0,0,0,0,0,0.159501642793759,1
"Julidochromis dickfeldi",0,0,0,0,0,0.249130513484411,1
"Julidochromis marlieri",1,0,1,0,0,0.133494787716625,0
"Julidochromis ornatus",1,0,1,0,0,0.362016300732498,0
"Julidochromis regani",1,0,1,0,0,0.27851276498826,0
"Julidochromis transcriptus",1,0,1,0,0,0.234005298359376,0
"Jupiaba abramoides",0,0,0,0,0,0.311497042277959,1
"Jupiaba acanthogaster",0,0,0,0,0,0.196879231858616,1
"Jupiaba anteroides",0,0,0,0,0,0.298620092757101,1
"Jupiaba apenima",0,0,0,0,0,0.17058396714906,1
"Jupiaba asymmetrica",0,0,0,0,0,0.246932077190657,1
"Jupiaba atypindi",0,0,0,0,0,0.197301921057359,1
"Jupiaba essequibensis",0,0,0,0,0,0.110784038473621,1
"Jupiaba iasy",0,0,0,0,0,0.175462303862295,1
"Jupiaba keithi",0,0,0,0,0,0.143968021448343,1
"Jupiaba maroniensis",0,0,0,0,0,0.485179725730797,1
"Jupiaba meunieri",0,0,0,0,0,0.172534888909439,1
"Jupiaba mucronata",0,0,0,0,0,0.107091822922321,1
"Jupiaba ocellata",0,0,0,0,0,0.0839715754011045,1
"Jupiaba pirana",0,0,0,0,0,0.311483886082113,1
"Jupiaba poekotero",0,0,0,0,0,0.0758047808817199,1
"Jupiaba polylepis",0,0,0,0,0,0.11540504892074,1
"Jupiaba poranga",0,0,0,0,0,0.234260013029564,1
"Jupiaba potaroensis",0,0,0,0,0,0.281747028357068,1
"Jupiaba scologaster",0,0,0,0,0,0.302784982387732,1
"Jupiaba yarina",0,0,0,0,0,0.160516947190191,1
"Jupiaba zonata",0,0,0,0,0,0.103502157895031,1
"Jurengraulis juruensis",0,0,0,0,0,0.275013861060305,1
"Kalyptatherina helodes",0,0,0,0,0,0.435670024548555,1
"Katibasia insidiosa",0,0,0,0,0,0.170330685467332,1
"Ketengus typus",0,0,0,0,0,0.205483825691258,1
"Klausewitzia ritae",0,0,0,0,0,0.2557051224543,1
"Kneria angolensis",0,0,0,0,0,0.118013485483321,1
"Kneria ansorgii",0,0,0,0,0,0.0577671520666842,1
"Kneria auriculata",0,0,0,0,0,0.362936199721392,1
"Kneria katangae",0,0,0,0,0,0.12030082223371,1
"Kneria paucisquamata",0,0,0,0,0,0.0577671520666842,1
"Kneria polli",0,0,0,0,0,0.268013174444114,1
"Kneria rukwaensis",0,0,0,0,0,0.562390295172489,1
"Kneria wittei",0,0,0,0,0,0.152988859343788,1
"Knipowitschia caucasica",0,0,0,0,0,0.468050948804409,1
"Knipowitschia longecaudata",0,0,0,0,0,0.542793548722446,1
"Knipowitschia mrakovcici",0,0,0,0,0,0.317986224985362,1
"Knipowitschia panizzae",0,0,0,0,0,0.296725533950466,1
"Knipowitschia punctatissima",0,0,0,0,0,0.195126339274197,1
"Knipowitschia thessala",0,0,0,0,0,0.0810963564045033,1
"Knodus breviceps",0,0,0,0,0,0.24466785480776,1
"Knodus caquetae",0,0,0,0,0,0.276272328558201,1
"Knodus delta",0,0,0,0,0,0.15740854300887,1
"Knodus gamma",0,0,0,0,0,0.158655275733194,1
"Knodus heteresthes",0,0,0,0,0,0.254748282889562,1
"Knodus hypopterus",0,0,0,0,0,0.172303175977154,1
"Knodus megalops",0,0,0,0,0,0.174037016545504,1
"Knodus meridae",0,0,0,0,0,0.118457955826458,1
"Knodus moenkhausii",0,0,0,0,0,0.133632198568279,1
"Knodus orteguasae",0,0,0,0,0,0.0888334458245758,1
"Knodus savannensis",0,0,0,0,0,0.138876604997856,1
"Knodus septentrionalis",0,0,0,0,0,0.282588991025366,1
"Knodus smithi",0,0,0,0,0,0.156719951027941,1
"Knodus victoriae",0,0,0,0,0,0.221409172234231,1
"Kolpotocheirodon theloura",0,0,0,0,0,0.134541744071161,1
"Konosirus punctatus",0,0,0,0,0,0.22930315496947,1
"Koreocobitis naktongensis",0,0,0,0,0,0.628024873627233,1
"Koreocobitis rotundicaudata",0,0,0,0,0,0.319638806984998,1
"Kottelatlimia pristes",0,0,0,0,0,0.521787299869427,1
"Kribia kribensis",0,0,0,0,0,0.195126339274197,1
"Kribia leonensis",0,0,0,0,0,0.118851249488672,1
"Kribia nana",0,0,0,0,0,0.315655570771077,1
"Kribia uellensis",0,0,0,0,0,0.118851249488672,1
"Krobia guianensis",0,0,0,0,0,0.368870760618562,1
"Krobia itanyi",0,0,1,0,0,0.200673689167398,0
"Kronichthys heylandi",0,0,0,0,0,0.149284756011087,1
"Kronichthys subteres",0,0,0,0,0,0.306649467383215,1
"Kryptolebias campelloi",0,0,0,0,0,0.0864418964448472,1
"Kryptolebias marmoratus",1,0,1,0,0,0.25225383347829,0
"Kryptolebias ocellatus",0,0,0,0,0,0.283218971239016,1
"Kryptolebias sepia",0,0,0,0,0,0.352648185670494,1
"Kryptopterus bicirrhis",1,0,1,0,0,0.217526898750849,0
"Kryptopterus cheveyi",1,0,0,0,0,0.331374983697905,0
"Kryptopterus cryptopterus",0,0,0,0,0,0.301777087914553,1
"Kryptopterus dissitus",0,0,0,0,0,0.435389820907386,1
"Kryptopterus geminus",1,0,1,0,0,0.592821346869716,0
"Kryptopterus limpok",1,0,0,0,0,0.262315784527882,0
"Kryptopterus macrocephalus",1,0,1,0,0,0.319156477100144,0
"Kryptopterus palembangensis",0,0,0,0,0,0.534153663763592,1
"Kryptopterus paraschilbeides",0,0,0,0,0,0.421842619911578,1
"Kryptopterus sabanus",0,0,0,0,0,0.362787323263726,1
"Kryptopterus schilbeides",1,0,0,0,0,0.531868724156637,0
"Kuhlia marginata",1,0,0,0,0,0.342014030779981,0
"Kuhlia mugil",0,0,0,0,0,0.115484013444176,1
"Kuhlia munda",0,0,0,0,0,0.216881035483679,1
"Kuhlia rupestris",1,0,0,1,0,0.169503937952396,0
"Kurtus gulliveri",0,0,0,1,0,0.169503937952396,0
"Labeo alluaudi",0,0,0,0,0,0.337911272827672,1
"Labeo altivelis",0,0,0,1,0,0.159416394134739,0
"Labeo angra",0,0,0,0,0,0.160190045900057,1
"Labeo annectens",0,0,0,0,0,0.232601524670906,1
"Labeo ansorgii",0,0,0,0,0,0.191006973108089,1
"Labeo barbatulus",0,0,0,0,0,0.389422386370157,1
"Labeo barbatus",0,0,0,0,0,0.29491829534525,1
"Labeo bata",1,1,0,0,0,0.139893276562911,0
"Labeo boga",0,0,0,0,0,0.291423344131021,1
"Labeo boggut",1,1,0,0,0,0,0
"Labeo brachypoma",0,0,0,0,0,0.0278031725137055,1
"Labeo caeruleus",0,0,0,0,0,0.0828327570791767,1
"Labeo calbasu",1,1,0,0,0,0.28906085857745,0
"Labeo capensis",0,0,0,1,0,0.21298504293074,0
"Labeo chrysophekadion",1,0,1,0,0,0.623166542816345,0
"Labeo congoro",0,0,0,1,0,0.460534369501717,0
"Labeo coubie",1,0,0,0,0,0.559021523572433,0
"Labeo curchius",0,0,0,0,0,0.384007437595943,1
"Labeo curriei",0,0,0,0,0,0.266211856142282,1
"Labeo cyclopinnis",0,0,0,0,0,0.0983397388595606,1
"Labeo cyclorhynchus",1,0,1,0,0,0.21375507989717,0
"Labeo cylindricus",1,0,1,0,0,0.403472187702742,0
"Labeo degeni",0,0,0,0,0,0.327073494397844,1
"Labeo dhonti",0,0,0,0,0,0.287471157884708,1
"Labeo dussumieri",1,0,0,0,0,0.2191413435962,0
"Labeo dyocheilus",0,0,0,0,0,0.327994702670801,1
"Labeo falcipinnis",0,0,0,0,0,0.351885450939279,1
"Labeo fimbriatus",1,1,0,0,0,0.130051152247433,0
"Labeo forskalii",0,0,0,0,0,0.302299107526343,1
"Labeo fuelleborni",1,0,0,0,0,0.228588479623902,0
"Labeo gonius",1,1,0,0,0,0.17361828311413,0
"Labeo greenii",0,0,0,0,0,0.382603472778267,1
"Labeo gregorii",0,0,0,0,0,0.100463672098342,1
"Labeo horie",0,0,0,0,0,0.0994361057197569,1
"Labeo indramontri",0,0,0,0,0,0.249240090966598,1
"Labeo kawrus",1,0,0,0,0,0.0568087239877843,0
"Labeo kibimbi",0,0,0,0,0,0.152240108509719,1
"Labeo kontius",1,1,0,0,0,0.30121324456653,0
"Labeo lineatus",0,0,0,0,0,0.294747624604964,1
"Labeo longipinnis",0,0,0,0,0,0.278678004981735,1
"Labeo lukulae",0,0,0,0,0,0.604092537951029,1
"Labeo luluae",0,0,0,0,0,0.579712731428602,1
"Labeo lunatus",0,0,0,0,0,0.309404775408848,1
"Labeo macrostoma",0,0,0,0,0,0.309594206920945,1
"Labeo mesops",1,0,1,0,0,0.295772792958931,0
"Labeo mokotoensis",0,0,0,0,0,0.308680500098631,1
"Labeo molybdinus",0,0,0,1,0,0.212875171818368,0
"Labeo nasus",0,0,0,0,0,0.187212573135148,1
"Labeo nigricans",0,0,0,0,0,0.1282176019129,1
"Labeo niloticus",0,0,0,0,0,0.212911843036251,1
"Labeo pangusia",1,0,0,0,0,0.329346860696518,0
"Labeo parvus",0,0,1,0,0,0.203622196850708,0
"Labeo porcellus",0,0,0,0,0,0.102994351311677,1
"Labeo potail",1,0,0,0,0,0,0
"Labeo quadribarbis",0,0,0,0,0,0.170883918441534,1
"Labeo rohita",1,1,0,1,0,0.544895458428956,0
"Labeo rosae",0,0,0,1,0,0.0981514992732516,0
"Labeo roseopunctatus",0,0,0,0,0,0.127477778996849,1
"Labeo rouaneti",0,0,0,0,0,0.27716965977226,1
"Labeo rubromaculatus",0,0,0,1,0,0.369260235126548,0
"Labeo ruddi",0,0,0,1,0,0.336598469376227,0
"Labeo seeberi",0,0,0,1,0,0.170446389404591,0
"Labeo senegalensis",1,0,0,0,0,0.450316370689381,0
"Labeo simpsoni",0,0,0,0,0,0.401954175568158,1
"Labeo sorex",0,0,0,0,0,0.212875171818368,1
"Labeo trigliceps",0,0,0,0,0,0.1331846835272,1
"Labeo umbratus",1,0,0,1,0,0.435266364366867,0
"Labeo victorianus",1,0,0,0,0,0.218439225124715,0
"Labeo weeksii",1,0,1,0,0,0.293804377821303,0
"Labeo werneri",0,0,0,0,0,0.133367690287964,1
"Labeo worthingtoni",0,0,0,0,0,0.176506012336416,1
"Labeo yunnanensis",0,0,0,0,0,0.232475286859525,1
"Labeobarbus acutirostris",0,0,0,0,0,0.113912794346143,1
"Labeobarbus aeneus",1,0,0,1,0,0.424580966143642,0
"Labeobarbus batesii",0,0,0,0,0,0.0969207111515193,1
"Labeobarbus brevicephalus",0,0,0,0,0,0.339719609307087,1
"Labeobarbus capensis",0,0,0,0,0,0.267477300498252,1
"Labeobarbus cardozoi",0,0,0,0,0,0.382469760932171,1
"Labeobarbus caudovittatus",0,0,0,0,0,0.287729662371799,1
"Labeobarbus codringtonii",0,0,0,1,0,0.152240108509719,0
"Labeobarbus crassibarbis",0,0,0,0,0,0.409414891787244,1
"Labeobarbus dainellii",0,0,0,0,0,0.402463846385954,1
"Labeobarbus gorgorensis",0,0,0,0,0,0.275119531493272,1
"Labeobarbus gorguari",0,0,0,0,0,0.211537498476107,1
"Labeobarbus habereri",0,0,0,0,0,0.307884807168335,1
"Labeobarbus intermedius",0,0,0,0,0,0.128136439570754,1
"Labeobarbus johnstonii",1,0,0,0,0,0.218439225124715,0
"Labeobarbus kimberleyensis",0,0,0,1,0,0.294858470137407,0
"Labeobarbus litamba",0,0,0,0,0,0.309818196177986,1
"Labeobarbus longissimus",0,0,0,0,0,0.433442435520908,1
"Labeobarbus macrophtalmus",0,0,0,0,0,0.217526898750849,1
"Labeobarbus marequensis",0,0,0,1,0,0.37032565438298,0
"Labeobarbus megastoma",0,0,0,0,0,0.239663718412383,1
"Labeobarbus natalensis",0,0,0,1,0,0.24517400313154,0
"Labeobarbus nedgia",0,0,0,0,0,0.248774659966822,1
"Labeobarbus platydorsus",0,0,0,0,0,0.250732060709172,1
"Labeobarbus polylepis",1,0,0,1,0,0.246649999756509,0
"Labeobarbus progenys",0,0,0,0,0,0.153337357226728,1
"Labeobarbus surkis",0,0,0,0,0,0.375347016615268,1
"Labeobarbus truttiformis",0,0,0,0,0,0.406258633213158,1
"Labeobarbus tsanensis",0,0,0,0,0,0.139498145280028,1
"Labeotropheus fuelleborni",1,0,1,0,0,0.284932797693155,0
"Labeotropheus trewavasae",1,0,1,0,0,0.52518963904981,0
"Labidesthes sicculus",0,0,0,0,1,0.346827145730695,0
"Labidochromis caeruleus",1,0,1,0,0,0.125677781041593,0
"Labidochromis chisumulae",1,0,1,0,0,0.209145021694103,0
"Labidochromis flavigulis",1,0,1,0,0,0.170583954174819,0
"Labidochromis freibergi",1,0,1,0,0,0.210644562054131,0
"Labidochromis gigas",1,0,1,0,0,0.166577465717141,0
"Labidochromis heterodon",1,0,1,0,0,0.223276349355788,0
"Labidochromis ianthinus",1,0,1,0,0,0.210644562054131,0
"Labidochromis lividus",1,0,1,0,0,0.177739593031598,0
"Labidochromis maculicauda",1,0,1,0,0,0.260316753032772,0
"Labidochromis mathotho",0,0,0,0,0,0.27252305516934,1
"Labidochromis mbenjii",1,0,1,0,0,0.138283094060174,0
"Labidochromis mylodon",1,1,1,0,0,0.212661095358932,0
"Labidochromis pallidus",1,0,1,0,0,0.336778207674497,0
"Labidochromis shiranus",1,0,1,0,0,0.227055946777881,0
"Labidochromis strigatus",1,0,1,0,0,0.0901587222998658,0
"Labidochromis textilis",1,0,1,0,0,0.280287624360086,0
"Labidochromis vellicans",1,0,1,0,0,0.217331480115161,0
"Labidochromis zebroides",1,0,1,0,0,0.172158403020116,0
"Labiobarbus festivus",1,0,1,0,0,0.301019223022907,0
"Labiobarbus leptocheilus",1,0,0,0,0,0.288067651858728,0
"Labiobarbus lineatus",0,0,0,0,0,0.259017474499426,1
"Labiobarbus ocellatus",0,0,0,0,0,0.288352003046484,1
"Labiobarbus sabanus",0,0,0,0,0,0.291814358238041,1
"Labiobarbus siamensis",1,0,0,0,0,0.0686974483317196,0
"Labrisomus nuchipinnis",0,0,0,0,0,0.036264794007947,1
"Labroides dimidiatus",0,0,0,0,0,0.0836353979014905,1
"Labropsis alleni",0,0,0,0,0,0,1
"Lacantunia enigmatica",0,0,0,0,0,0.548847697272777,1
"Lactarius lactarius",0,0,0,0,0,0.160135162894783,1
"Lactoria cornuta",0,0,0,0,0,0,1
"Lacustricola mediolateralis",0,0,0,0,0,0.386001172898357,1
"Lacustricola nigrolateralis",0,0,0,0,0,0.347255739537303,1
"Lacustricola omoculatus",1,0,1,0,0,0.0947045275516172,0
"Lacustricola usanguensis",1,0,1,0,0,0.0947045275516172,0
"Ladigesia roloffi",1,0,1,0,0,0.203439322597675,0
"Ladislavia taczanowskii",0,0,0,0,0,0.265018818989941,1
"Laemolyta fernandezi",0,0,0,0,0,0.207939092120994,1
"Laemolyta garmani",0,0,0,0,0,0.169654649845062,1
"Laemolyta nitens",0,0,0,0,0,0.398598614309279,1
"Laemolyta orinocensis",0,0,0,0,0,0.541489726790474,1
"Laemolyta proxima",0,0,0,0,0,0.317757443950528,1
"Laemolyta taeniata",1,0,1,0,0,0.606496521689964,0
"Laetacara araguaiae",0,0,0,0,0,1.30085891859847,1
"Laetacara curviceps",0,0,1,0,0,0.179281354542951,0
"Laetacara dorsigera",0,0,1,0,0,0.179281354542951,0
"Laetacara flavilabris",0,0,0,0,0,0.0730088303465169,1
"Laetacara thayeri",0,0,0,0,0,0.406690727737352,1
"Laeviscutella dekimpei",0,0,0,0,0,0.348742663251987,1
"Lagocephalus lunaris",0,0,0,0,0,0.233690587178409,1
"Lagocephalus sceleratus",0,0,0,0,0,0.418960150568857,1
"Lagodon rhomboides",0,0,0,1,1,0.288919704586789,0
"Laides hexanema",0,0,0,0,0,0.33661484028242,1
"Laides longibarbis",0,0,0,0,0,0.296025103904808,1
"Laimosemion agilae",0,0,1,0,0,0.262136684498633,0
"Laimosemion altivelis",0,0,0,0,0,0.340807771219189,1
"Laimosemion breviceps",0,0,0,0,0,0.222364619106796,1
"Laimosemion cladophorus",0,0,0,0,0,0.207081105521064,1
"Laimosemion corpulentus",0,0,0,0,0,0.11483185515784,1
"Laimosemion dibaphus",0,0,0,0,0,0.220209664116127,1
"Laimosemion frenatus",0,0,0,0,0,0.162005563228434,1
"Laimosemion geayi",0,0,1,0,0,0.283321793960066,0
"Laimosemion gransabanae",1,0,1,0,0,0.128785740163337,0
"Laimosemion lyricauda",0,0,0,0,0,0.187740615426832,1
"Laimosemion nicoi",0,0,0,0,0,0.178160136307255,1
"Laimosemion rectocaudatus",0,0,0,0,0,0.247796382068313,1
"Laimosemion strigatus",0,0,0,0,0,0.132569512374105,1
"Laimosemion tecminae",1,0,1,0,0,0.337530024903955,0
"Laimosemion torrenticola",0,0,0,0,0,0.0697353325369016,1
"Laimosemion xiphidius",0,0,0,0,0,0.2890440286007,1
"Laiphognathus multimaculatus",0,0,0,0,0,0.155960612244812,1
"Lamnostoma kampeni",0,0,0,0,0,0.0393963492398848,1
"Lamnostoma orientalis",0,0,0,0,0,2.02351320609522,1
"Lamontichthys filamentosus",0,0,0,0,0,0.739186129736214,1
"Lamontichthys llanero",0,0,0,0,0,0.497432302227995,1
"Lamontichthys stibaros",0,0,0,0,0,0.349800305378483,1
